  2.0000000e-007  1.3733755e-001  1.4955834e+000
  2.0500000e-007 -5.4801807e-002  1.6311077e+000
  2.1000000e-007 -2.4034714e-001  1.7820031e+000
  2.1500000e-007 -4.1751063e-001  1.9485370e+000
  2.2000000e-007 -5.8414458e-001  2.1306953e+000
  2.2500000e-007 -7.3777996e-001  2.3280682e+000
  2.3000000e-007 -8.7569721e-001  2.5397278e+000
  2.3500000e-007 -9.9503860e-001  2.7641093e+000
  2.4000000e-007 -1.0929682e+000  2.9989098e+000
  2.4500000e-007 -1.1668802e+000  3.2410257e+000
  2.5000000e-007 -1.2146479e+000  3.4865507e+000
  2.5500000e-007 -1.2348915e+000  3.7308590e+000
  2.6000000e-007 -1.2272359e+000  3.9687852e+000
  2.6500000e-007 -1.1925142e+000  4.1949037e+000
  2.7000000e-007 -1.1328771e+000  4.4038883e+000
  2.7500000e-007 -1.0517728e+000  4.5909117e+000
  2.8000000e-007 -9.5378440e-001  4.7520312e+000
  2.8500000e-007 -8.4433642e-001  4.8845025e+000
  2.9000000e-007 -7.2930985e-001  4.9869731e+000
  2.9500000e-007 -6.1462096e-001  5.0595307e+000
  3.0000000e-007 -5.0582448e-001  5.1036092e+000
  3.0500000e-007 -4.0779042e-001  5.1217809e+000
  3.1000000e-007 -3.2448406e-001  5.1174781e+000
  3.1500000e-007 -2.5885582e-001  5.0946916e+000
  3.2000000e-007 -2.1282820e-001  5.0576869e+000
  3.2500000e-007 -1.8735498e-001  5.0107643e+000
  3.3000000e-007 -1.8252373e-001  4.9580763e+000
  3.3500000e-007 -1.9767457e-001  4.9035013e+000
  3.4000000e-007 -2.3151402e-001  4.8505655e+000
  3.4500000e-007 -2.8221000e-001  4.8023971e+000
  3.5000000e-007 -3.4746168e-001  4.7616968e+000
  3.5500000e-007 -4.2454430e-001  4.7307074e+000
  3.6000000e-007 -5.1033639e-001  4.7111654e+000
  3.6500000e-007 -6.0134297e-001  4.7042236e+000
  3.7000000e-007 -6.9373580e-001  4.7103349e+000
  3.7500000e-007 -7.8343859e-001  4.7290987e+000
  3.8000000e-007 -8.6628944e-001  4.7590869e+000
  3.8500000e-007 -9.3831003e-001  4.7976852e+000
  3.9000000e-007 -9.9609500e-001  4.8410116e+000
  3.9500000e-007 -1.0372993e+000  4.8839909e+000
  4.0000000e-007 -1.0611495e+000  4.9206591e+000
  4.0500000e-007 -1.0688484e+000  4.9447325e+000
  4.1000000e-007 -1.0637201e+000  4.9503868e+000
  4.1500000e-007 -1.0509760e+000  4.9330978e+000
  4.2000000e-007 -1.0370921e+000  4.8903235e+000
  4.2500000e-007 -1.0289240e+000  4.8218319e+000
  4.3000000e-007 -1.0327869e+000  4.7295872e+000
  4.3500000e-007 -1.0537294e+000  4.6172550e+000
  4.4000000e-007 -1.0951432e+000  4.4895016e+000
  4.4500000e-007 -1.1587212e+000  4.3512844e+000
  4.5000000e-007 -1.2446807e+000  4.2072833e+000
  4.5500000e-007 -1.3521250e+000  4.0615374e+000
  4.6000000e-007 -1.4794314e+000  3.9172802e+000
  4.6500000e-007 -1.6245922e+000  3.7769263e+000
  4.7000000e-007 -1.7854755e+000  3.6421517e+000
  4.7500000e-007 -1.9600024e+000  3.5140173e+000
  4.8000000e-007 -2.1462534e+000  3.3931031e+000
  4.8500000e-007 -2.3425203e+000  3.2796316e+000
  4.9000000e-007 -2.5473233e+000  3.1735716e+000
  4.9500000e-007 -2.7594045e+000  3.0747212e+000
  5.0000000e-007 -2.9777098e+000  2.9827706e+000
  5.0500000e-007 -3.2013655e+000  2.8973475e+000
  5.1000000e-007 -3.4296529e+000  2.8180500e+000
  5.1500000e-007 -3.6619848e+000  2.7444688e+000
  5.2000000e-007 -3.8978838e+000  2.6762016e+000
  5.2500000e-007 -4.1369631e+000  2.6128626e+000
  5.3000000e-007 -4.3789107e+000  2.5540877e+000
  5.3500000e-007 -4.6234755e+000  2.4995373e+000
  5.4000000e-007 -4.8704567e+000  2.4488970e+000
  5.4500000e-007 -5.1196936e+000  2.4018781e+000
  5.5000000e-007 -5.3710589e+000  2.3582157e+000
  5.5500000e-007 -5.6244517e+000  2.3176680e+000
  5.6000000e-007 -5.8797932e+000  2.2800147e+000
  5.6500000e-007 -6.1370218e+000  2.2450550e+000
  5.7000000e-007 -6.3960906e+000  2.2126063e+000
  5.7500000e-007 -6.6569640e+000  2.1825023e+000
  5.8000000e-007 -6.9196158e+000  2.1545916e+000
  5.8500000e-007 -7.1840274e+000  2.1287364e+000
  5.9000000e-007 -7.4501862e+000  2.1048113e+000
  5.9500000e-007 -7.7180846e+000  2.0827016e+000
  6.0000000e-007 -7.9877190e+000  2.0623029e+000
  6.0500000e-007 -8.2590889e+000  2.0435197e+000
  6.1000000e-007 -8.5321963e+000  2.0262645e+000
  6.1500000e-007 -8.8070451e+000  2.0104576e+000
  6.2000000e-007 -9.0836410e+000  1.9960255e+000
  6.2500000e-007 -9.3619908e+000  1.9829010e+000
  6.3000000e-007 -9.6421021e+000  1.9710224e+000
  6.3500000e-007 -9.9239834e+000  1.9603329e+000
  6.4000000e-007 -1.0207644e+001  1.9507802e+000
  6.4500000e-007 -1.0493092e+001  1.9423162e+000
  6.5000000e-007 -1.0780338e+001  1.9348965e+000
  6.5500000e-007 -1.1069392e+001  1.9284801e+000
  6.6000000e-007 -1.1360262e+001  1.9230292e+000
  6.6500000e-007 -1.1652960e+001  1.9185088e+000
  6.7000000e-007 -1.1947493e+001  1.9148866e+000
  6.7500000e-007 -1.2243873e+001  1.9121326e+000
  6.8000000e-007 -1.2542108e+001  1.9102191e+000
  6.8500000e-007 -1.2842207e+001  1.9091204e+000
  6.9000000e-007 -1.3144180e+001  1.9088128e+000
  6.9500000e-007 -1.3448034e+001  1.9092741e+000
  7.0000000e-007 -1.3753780e+001  1.9104838e+000
  7.0500000e-007 -1.4061425e+001  1.9124230e+000
  7.1000000e-007 -1.4370978e+001  1.9150740e+000
  7.1500000e-007 -1.4682446e+001  1.9184205e+000
  7.2000000e-007 -1.4995836e+001  1.9224473e+000
  7.2500000e-007 -1.5311158e+001  1.9271404e+000
  7.3000000e-007 -1.5628417e+001  1.9324868e+000
  7.3500000e-007 -1.5947621e+001  1.9384744e+000
  7.4000000e-007 -1.6268777e+001  1.9450919e+000
  7.4500000e-007 -1.6591892e+001  1.9523292e+000
  7.5000000e-007 -1.6916971e+001  1.9601766e+000
  7.5500000e-007 -1.7244021e+001  1.9686254e+000
  7.6000000e-007 -1.7573048e+001  1.9776674e+000
  7.6500000e-007 -1.7904059e+001  1.9872953e+000
  7.7000000e-007 -1.8237057e+001  1.9975021e+000
  7.7500000e-007 -1.8572050e+001  2.0082817e+000
  7.8000000e-007 -1.8909043e+001  2.0196283e+000
  7.8500000e-007 -1.9248040e+001  2.0315367e+000
  7.9000000e-007 -1.9589046e+001  2.0440024e+000
  7.9500000e-007 -1.9932067e+001  2.0570211e+000
  8.0000000e-007 -2.0277107e+001  2.0705890e+000
  8.0500000e-007 -2.0624171e+001  2.0847028e+000
  8.1000000e-007 -2.0973263e+001  2.0993597e+000
  8.1500000e-007 -2.1324386e+001  2.1145570e+000
  8.2000000e-007 -2.1677546e+001  2.1302927e+000
  8.2500000e-007 -2.2032747e+001  2.1465649e+000
  8.3000000e-007 -2.2389991e+001  2.1633722e+000
  8.3500000e-007 -2.2749283e+001  2.1807136e+000
  8.4000000e-007 -2.3110626e+001  2.1985881e+000
  8.4500000e-007 -2.3474024e+001  2.2169953e+000
  8.5000000e-007 -2.3839480e+001  2.2359351e+000
  8.5500000e-007 -2.4206997e+001  2.2554076e+000
  8.6000000e-007 -2.4576579e+001  2.2754131e+000
  8.6500000e-007 -2.4948227e+001  2.2959523e+000
  8.7000000e-007 -2.5321946e+001  2.3170262e+000
  8.7500000e-007 -2.5697737e+001  2.3386359e+000
  8.8000000e-007 -2.6075603e+001  2.3607829e+000
  8.8500000e-007 -2.6455547e+001  2.3834690e+000
  8.9000000e-007 -2.6837571e+001  2.4066960e+000
  8.9500000e-007 -2.7221678e+001  2.4304662e+000
  9.0000000e-007 -2.7607868e+001  2.4547819e+000
  9.0500000e-007 -2.7996145e+001  2.4796459e+000
  9.1000000e-007 -2.8386509e+001  2.5050611e+000
  9.1500000e-007 -2.8778964e+001  2.5310304e+000
  9.2000000e-007 -2.9173509e+001  2.5575574e+000
  9.2500000e-007 -2.9570148e+001  2.5846455e+000
  9.3000000e-007 -2.9968880e+001  2.6122985e+000
  9.3500000e-007 -3.0369708e+001  2.6405205e+000
  9.4000000e-007 -3.0772632e+001  2.6693157e+000
  9.4500000e-007 -3.1177653e+001  2.6986884e+000
  9.5000000e-007 -3.1584771e+001  2.7286433e+000
  9.5500000e-007 -3.1993988e+001  2.7591854e+000
  9.6000000e-007 -3.2405304e+001  2.7903196e+000
  9.6500000e-007 -3.2818718e+001  2.8220512e+000
  9.7000000e-007 -3.3234232e+001  2.8543857e+000
  9.7500000e-007 -3.3651844e+001  2.8873289e+000
  9.8000000e-007 -3.4071554e+001  2.9208866e+000
  9.8500000e-007 -3.4493363e+001  2.9550650e+000
  9.9000000e-007 -3.4917269e+001  2.9898703e+000
  9.9500000e-007 -3.5343271e+001  3.0253090e+000
  1.0000000e-006 -3.5771368e+001  3.0613880e+000
  1.0050000e-006 -3.6201559e+001  3.0981140e+000
  1.0100000e-006 -3.6633842e+001  3.1354943e+000
  1.0150000e-006 -3.7068215e+001  3.1735362e+000
  1.0200000e-006 -3.7504676e+001  3.2122471e+000
  1.0250000e-006 -3.7943222e+001  3.2516348e+000
  1.0300000e-006 -3.8383852e+001  3.2917072e+000
  1.0350000e-006 -3.8826561e+001  3.3324723e+000
  1.0400000e-006 -3.9271346e+001  3.3739384e+000
  1.0450000e-006 -3.9718204e+001  3.4161140e+000
  1.0500000e-006 -4.0167131e+001  3.4590077e+000
  1.0550000e-006 -4.0618123e+001  3.5026282e+000
  1.0600000e-006 -4.1071174e+001  3.5469846e+000
  1.0650000e-006 -4.1526279e+001  3.5920858e+000
  1.0700000e-006 -4.1983433e+001  3.6379412e+000
  1.0750000e-006 -4.2442630e+001  3.6845601e+000
  1.0800000e-006 -4.2903863e+001  3.7319520e+000
  1.0850000e-006 -4.3367126e+001  3.7801266e+000
  1.0900000e-006 -4.3832411e+001  3.8290935e+000
  1.0950000e-006 -4.4299710e+001  3.8788627e+000
  1.1000000e-006 -4.4769015e+001  3.9294438e+000
  1.1050000e-006 -4.5240317e+001  3.9808470e+000
  1.1100000e-006 -4.5713606e+001  4.0330821e+000
  1.1150000e-006 -4.6188872e+001  4.0861592e+000
  1.1200000e-006 -4.6666104e+001  4.1400883e+000
  1.1250000e-006 -4.7145291e+001  4.1948792e+000
